slam xy,slam xy covar,slam yaw,slam yaw var,ekf xy,ekf xy covar,ekf yaw,ekf yaw var
"[-0.7046204879783663, 2.339782752565489]","[[0.0026540857241069923, 2.550986771778555e-05], [2.550986771778555e-05, 0.002522641203304395]]",-1.6537218596377081,0.0003128605133501085,"[-0.6982789479770897, 2.412735890430581]","[[0.011275098681315722, -0.00010916478534655691], [-0.00010916478534655697, 0.010533499484421519]]",-1.675057516667637,0.00867591208798771
"[-0.7096374106097356, 1.9206045274932921]","[[0.002325559055968492, -9.145517539258209e-06], [-9.145517539258209e-06, 0.003213224924816686]]",-1.4899166803749175,0.0003137454183870996,"[-0.6953335902207082, 1.9920764994673374]","[[0.011348132094134092, 3.325753417503032e-05], [3.325753417503031e-05, 0.010870860953445631]]",-1.4910189372227707,0.00913646680129335
"[-0.7017761777728072, 1.666946977093518]","[[0.002273288790885171, 4.394588363898392e-05], [4.394588363898392e-05, 0.0029637510416587035]]",-1.591662638434735,0.00031410800026074635,"[-0.6976531353204427, 1.7224221113970415]","[[0.010303129976368229, -2.633712147733308e-06], [-2.6337121477333095e-06, 0.010806819816286754]]",-1.5889832700154336,0.00858886626125159
"[-0.7101241636560178, 1.6071782197649196]","[[0.0025433336561222204, 3.2663408167476038e-06], [3.2663408167476038e-06, 0.0032375073007521924]]",-1.6591720239040777,0.00042141515617773385,"[-0.710819552295325, 1.6215692128186867]","[[0.011300115756581856, -5.895208145194724e-05], [-5.89520814519473e-05, 0.01183823565602533]]",-1.683224175617258,0.009529056202878212
"[-0.7196792981539928, 1.3736124879485416]","[[0.0025928614360148433, -0.00014329285924686924], [-0.00014329285924686924, 0.003039628302725578]]",-1.5556968937416458,0.0001215942935943062,"[-0.7168580351812973, 1.4217550364530356]","[[0.011019540688508841, -2.348476441854761e-06], [-2.3484764418547655e-06, 0.01137065823002716]]",-1.530352056430592,0.0092343888901938
"[-0.7152078759049812, 0.9614787640969801]","[[0.002614797610768077, -0.00047053369993029594], [-0.00047053369993029594, 0.0034928266765885275]]",-1.5597047731632279,0.00022968727073147417,"[-0.7154281918012716, 1.0339353439377768]","[[0.011112785047275146, -9.232726852999266e-05], [-9.23272685299926e-05, 0.011075001653640653]]",-1.5574671369576591,0.00878203287069236
"[-0.7137351944645736, 0.5435018417022389]","[[0.0024188168853678574, -0.0004481793625088039], [-0.0004481793625088039, 0.003401558397270928]]",-1.5212742618436903,0.0002303198535294923,"[-0.706406121441405, 0.6173347147488804]","[[0.011153919101036023, -0.00030097664365718826], [-0.0003009766436571883, 0.011390443061145549]]",-1.5371851578133118,0.008927714791091496
"[-0.592280927725388, 0.1619131683007489]","[[0.0038508038680199973, -0.000654617212653214], [-0.000654617212653214, 0.002817602348131444]]",-0.6448200583622516,0.00031532603192567456,"[-0.6167095500625108, 0.21916537543713313]","[[0.010989739222146163, -0.00019404143081199382], [-0.00019404143081199396, 0.01139295302941529]]",-0.8697328362113673,0.008947815054509214
"[-0.19018743731307874, 0.057047955323569106]","[[0.0029842317553700317, 0.00026782712416609033], [0.00026782712416609033, 0.002535648378136117]]",-0.05611228561973337,0.00016970644854047133,"[-0.23996247940137516, 0.07323140737062635]","[[0.012104419058321854, -0.0003451621830926248], [-0.0003451621830926246, 0.01186598996893859]]",-0.04172283113135178,0.009532797293722323
"[0.08878195086128557, 0.04551897389618503]","[[0.0020695598697040075, -5.27961149474443e-07], [-5.27961149474443e-07, 0.0024921625303672723]]",0.013355507591983338,0.00013367634882838306,"[0.04589713028683114, 0.052588656607457]","[[0.011040038758815785, 0.00017454343219080657], [0.00017454343219080665, 0.010848071588727108]]",-0.003468227621393538,0.008819790033468278
"[0.15772759357804433, 0.05081706231244262]","[[0.002203490707030867, 2.1170422291475506e-06], [2.1170422291475506e-06, 0.0022081566873360424]]",-0.06540624687733573,0.00012161040149719161,"[0.14614387842095294, 0.04436737110474495]","[[0.010618467037572943, -3.2769884108996067e-05], [-3.276988410899611e-05, 0.010629173507449657]]",-0.05292742174213849,0.008904447721567182
